x-axis,1,2,3
second,Volt,Volt,Volt
+125.700E-03,+2.750000E+00,+3.018750E+00,+3.300000E+00
+125.800E-03,+2.156250E+00,+3.268750E+00,+3.268750E+00
+125.900E-03,+1.750000E+00,+3.175000E+00,+3.050000E+00
+126.000E-03,+1.750000E+00,+2.956250E+00,+2.675000E+00
+126.100E-03,+2.000000E+00,+2.581250E+00,+2.268750E+00
+126.200E-03,+2.531250E+00,+2.237500E+00,+1.987500E+00
+126.300E-03,+3.062500E+00,+2.050000E+00,+2.018750E+00
+126.400E-03,+3.406250E+00,+2.081250E+00,+2.206250E+00
+126.500E-03,+3.468750E+00,+2.300000E+00,+2.612500E+00
+126.600E-03,+3.156250E+00,+2.675000E+00,+3.081250E+00
+126.700E-03,+2.687500E+00,+3.018750E+00,+3.268750E+00
+126.800E-03,+2.125000E+00,+3.206250E+00,+3.300000E+00
+126.900E-03,+1.781250E+00,+3.175000E+00,+3.018750E+00
+127.000E-03,+1.750000E+00,+2.925000E+00,+2.643750E+00
+127.100E-03,+2.093750E+00,+2.581250E+00,+2.237500E+00
+127.200E-03,+2.593750E+00,+2.206250E+00,+2.018750E+00
+127.300E-03,+3.156250E+00,+2.050000E+00,+2.050000E+00
+127.400E-03,+3.468750E+00,+2.175000E+00,+2.268750E+00
+127.500E-03,+3.437500E+00,+2.393750E+00,+2.675000E+00
+127.600E-03,+3.125000E+00,+2.737500E+00,+3.050000E+00
+127.700E-03,+2.562500E+00,+3.018750E+00,+3.268750E+00
+127.800E-03,+2.062500E+00,+3.237500E+00,+3.206250E+00
+127.900E-03,+1.750000E+00,+3.112500E+00,+2.956250E+00
+128.000E-03,+1.781250E+00,+2.831250E+00,+2.550000E+00
+128.100E-03,+2.156250E+00,+2.518750E+00,+2.175000E+00
+128.200E-03,+2.718750E+00,+2.206250E+00,+1.987500E+00
+128.300E-03,+3.218750E+00,+2.050000E+00,+2.081250E+00
+128.400E-03,+3.468750E+00,+2.175000E+00,+2.331250E+00
+128.500E-03,+3.375000E+00,+2.425000E+00,+2.768750E+00
+128.600E-03,+2.968750E+00,+2.831250E+00,+3.112500E+00
+128.700E-03,+2.406250E+00,+3.081250E+00,+3.268750E+00
+128.800E-03,+1.906250E+00,+3.175000E+00,+3.175000E+00
+128.900E-03,+1.718750E+00,+3.050000E+00,+2.862500E+00
+129.000E-03,+1.906250E+00,+2.737500E+00,+2.425000E+00
+129.100E-03,+2.343750E+00,+2.393750E+00,+2.112500E+00
+129.200E-03,+2.968750E+00,+2.143750E+00,+2.018750E+00
+129.300E-03,+3.406250E+00,+2.050000E+00,+2.143750E+00
+129.400E-03,+3.500000E+00,+2.268750E+00,+2.487500E+00
+129.500E-03,+3.281250E+00,+2.581250E+00,+2.893750E+00
+129.600E-03,+2.750000E+00,+2.925000E+00,+3.206250E+00
+129.700E-03,+2.156250E+00,+3.112500E+00,+3.268750E+00
+129.800E-03,+1.781250E+00,+3.143750E+00,+3.050000E+00
+129.900E-03,+1.750000E+00,+2.925000E+00,+2.675000E+00
+130.000E-03,+2.093750E+00,+2.581250E+00,+2.300000E+00
+130.100E-03,+2.656250E+00,+2.300000E+00,+2.081250E+00
+130.200E-03,+3.187500E+00,+2.112500E+00,+2.050000E+00
+130.300E-03,+3.500000E+00,+2.175000E+00,+2.300000E+00
+130.400E-03,+3.406250E+00,+2.393750E+00,+2.706250E+00
+130.500E-03,+3.031250E+00,+2.768750E+00,+3.050000E+00
+130.600E-03,+2.468750E+00,+3.018750E+00,+3.237500E+00
+130.700E-03,+1.937500E+00,+3.143750E+00,+3.143750E+00
+130.800E-03,+1.718750E+00,+3.018750E+00,+2.831250E+00
+130.900E-03,+1.875000E+00,+2.768750E+00,+2.487500E+00
+131.000E-03,+2.343750E+00,+2.393750E+00,+2.143750E+00
+131.100E-03,+2.968750E+00,+2.143750E+00,+2.143750E+00
+131.200E-03,+3.375000E+00,+2.112500E+00,+2.175000E+00
+131.300E-03,+3.500000E+00,+2.268750E+00,+2.518750E+00
+131.400E-03,+3.218750E+00,+2.581250E+00,+2.925000E+00
+131.500E-03,+2.687500E+00,+2.956250E+00,+3.175000E+00
+131.600E-03,+2.156250E+00,+3.143750E+00,+3.237500E+00
+131.700E-03,+1.750000E+00,+3.112500E+00,+2.987500E+00
+131.800E-03,+1.843750E+00,+2.862500E+00,+2.643750E+00
+131.900E-03,+2.156250E+00,+2.550000E+00,+2.268750E+00
+132.000E-03,+2.750000E+00,+2.237500E+00,+2.050000E+00
+132.100E-03,+3.250000E+00,+2.112500E+00,+2.143750E+00
+132.200E-03,+3.531250E+00,+2.206250E+00,+2.425000E+00
+132.300E-03,+3.375000E+00,+2.518750E+00,+2.831250E+00
+132.400E-03,+2.875000E+00,+2.831250E+00,+3.112500E+00
+132.500E-03,+2.281250E+00,+3.050000E+00,+3.300000E+00
+132.600E-03,+1.812500E+00,+3.143750E+00,+3.081250E+00
+132.700E-03,+1.718750E+00,+2.956250E+00,+2.737500E+00
+132.800E-03,+2.031250E+00,+2.612500E+00,+2.331250E+00
+132.900E-03,+2.562500E+00,+2.331250E+00,+2.143750E+00
+133.000E-03,+3.156250E+00,+2.143750E+00,+2.112500E+00
+133.100E-03,+3.468750E+00,+2.175000E+00,+2.331250E+00
+133.200E-03,+3.375000E+00,+2.393750E+00,+2.706250E+00
+133.300E-03,+3.000000E+00,+2.706250E+00,+3.081250E+00
+133.400E-03,+2.406250E+00,+3.050000E+00,+3.206250E+00
+133.500E-03,+1.906250E+00,+3.143750E+00,+3.143750E+00
+133.600E-03,+1.718750E+00,+2.987500E+00,+2.800000E+00
+133.700E-03,+1.968750E+00,+2.706250E+00,+2.425000E+00
+133.800E-03,+2.500000E+00,+2.393750E+00,+2.175000E+00
+133.900E-03,+3.062500E+00,+2.175000E+00,+2.112500E+00
+134.000E-03,+3.437500E+00,+2.175000E+00,+2.237500E+00
+134.100E-03,+3.437500E+00,+2.393750E+00,+2.643750E+00
+134.200E-03,+3.000000E+00,+2.706250E+00,+2.956250E+00
+134.300E-03,+2.468750E+00,+2.987500E+00,+3.206250E+00
+134.400E-03,+1.968750E+00,+3.112500E+00,+3.112500E+00
+134.500E-03,+1.718750E+00,+3.018750E+00,+2.831250E+00
+134.600E-03,+1.906250E+00,+2.768750E+00,+2.487500E+00
+134.700E-03,+2.468750E+00,+2.425000E+00,+2.175000E+00
+134.800E-03,+3.031250E+00,+2.206250E+00,+2.112500E+00
+134.900E-03,+3.437500E+00,+2.175000E+00,+2.237500E+00
+135.000E-03,+3.468750E+00,+2.393750E+00,+2.612500E+00
+135.100E-03,+3.093750E+00,+2.675000E+00,+2.956250E+00
+135.200E-03,+2.531250E+00,+2.956250E+00,+3.175000E+00
+135.300E-03,+1.968750E+00,+3.081250E+00,+3.143750E+00
+135.400E-03,+1.687500E+00,+3.050000E+00,+2.831250E+00
+135.500E-03,+1.906250E+00,+2.768750E+00,+2.487500E+00
+135.600E-03,+2.437500E+00,+2.456250E+00,+2.175000E+00
+135.700E-03,+3.000000E+00,+2.237500E+00,+2.112500E+00
+135.800E-03,+3.437500E+00,+2.175000E+00,+2.268750E+00
+135.900E-03,+3.468750E+00,+2.362500E+00,+2.581250E+00
+136.000E-03,+3.125000E+00,+2.643750E+00,+2.956250E+00
+136.100E-03,+2.437500E+00,+2.956250E+00,+3.175000E+00
+136.200E-03,+2.000000E+00,+3.112500E+00,+3.081250E+00
+136.300E-03,+1.687500E+00,+2.956250E+00,+2.862500E+00
+136.400E-03,+1.937500E+00,+2.768750E+00,+2.487500E+00
+136.500E-03,+2.437500E+00,+2.425000E+00,+2.175000E+00
+136.600E-03,+3.000000E+00,+2.175000E+00,+2.112500E+00
+136.700E-03,+3.500000E+00,+2.206250E+00,+2.268750E+00
+136.800E-03,+3.437500E+00,+2.393750E+00,+2.643750E+00
+136.900E-03,+3.062500E+00,+2.675000E+00,+3.018750E+00
+137.000E-03,+2.437500E+00,+2.987500E+00,+3.112500E+00
+137.100E-03,+1.937500E+00,+3.081250E+00,+3.112500E+00
+137.200E-03,+1.718750E+00,+2.987500E+00,+2.800000E+00
+137.300E-03,+1.937500E+00,+2.706250E+00,+2.425000E+00
+137.400E-03,+2.531250E+00,+2.393750E+00,+2.175000E+00
+137.500E-03,+3.093750E+00,+2.206250E+00,+2.112500E+00
+137.600E-03,+3.468750E+00,+2.206250E+00,+2.331250E+00
+137.700E-03,+3.375000E+00,+2.425000E+00,+2.675000E+00
+137.800E-03,+2.937500E+00,+2.737500E+00,+3.018750E+00
+137.900E-03,+2.343750E+00,+3.018750E+00,+3.175000E+00
+138.000E-03,+1.843750E+00,+3.050000E+00,+3.081250E+00
+138.100E-03,+1.718750E+00,+2.956250E+00,+2.737500E+00
+138.200E-03,+2.062500E+00,+2.675000E+00,+2.393750E+00
+138.300E-03,+2.687500E+00,+2.362500E+00,+2.175000E+00
+138.400E-03,+3.281250E+00,+2.175000E+00,+2.175000E+00
+138.500E-03,+3.500000E+00,+2.237500E+00,+2.425000E+00
+138.600E-03,+3.343750E+00,+2.487500E+00,+2.768750E+00
+138.700E-03,+2.812500E+00,+2.800000E+00,+3.081250E+00
+138.800E-03,+2.156250E+00,+3.018750E+00,+3.112500E+00
+138.900E-03,+1.718750E+00,+3.050000E+00,+2.987500E+00
+139.000E-03,+1.781250E+00,+2.862500E+00,+2.612500E+00
+139.100E-03,+2.218750E+00,+2.550000E+00,+2.300000E+00
+139.200E-03,+2.843750E+00,+2.268750E+00,+2.175000E+00
+139.300E-03,+3.343750E+00,+2.206250E+00,+2.268750E+00
+139.400E-03,+3.531250E+00,+2.331250E+00,+2.518750E+00
+139.500E-03,+3.218750E+00,+2.581250E+00,+2.831250E+00
+139.600E-03,+2.625000E+00,+2.862500E+00,+3.143750E+00
+139.700E-03,+1.968750E+00,+3.050000E+00,+3.112500E+00
+139.800E-03,+1.750000E+00,+2.987500E+00,+2.893750E+00
+139.900E-03,+1.875000E+00,+2.768750E+00,+2.518750E+00
+140.000E-03,+2.437500E+00,+2.487500E+00,+2.268750E+00
+140.100E-03,+3.031250E+00,+2.237500E+00,+2.143750E+00
+140.200E-03,+3.468750E+00,+2.206250E+00,+2.331250E+00
+140.300E-03,+3.437500E+00,+2.425000E+00,+2.643750E+00
+140.400E-03,+2.968750E+00,+2.675000E+00,+2.956250E+00
+140.500E-03,+2.375000E+00,+2.987500E+00,+3.143750E+00
+140.600E-03,+1.843750E+00,+3.050000E+00,+3.050000E+00
+140.700E-03,+1.750000E+00,+2.925000E+00,+2.706250E+00
+140.800E-03,+2.062500E+00,+2.675000E+00,+2.393750E+00
+140.900E-03,+2.656250E+00,+2.393750E+00,+2.175000E+00
+141.000E-03,+3.250000E+00,+2.237500E+00,+2.206250E+00
+141.100E-03,+3.500000E+00,+2.300000E+00,+2.425000E+00
+141.200E-03,+3.312500E+00,+2.550000E+00,+2.800000E+00
+141.300E-03,+2.718750E+00,+2.800000E+00,+3.050000E+00
+141.400E-03,+2.093750E+00,+3.018750E+00,+3.112500E+00
+141.500E-03,+1.781250E+00,+2.987500E+00,+2.925000E+00
+141.600E-03,+1.812500E+00,+2.831250E+00,+2.581250E+00
+141.700E-03,+2.312500E+00,+2.518750E+00,+2.300000E+00
+141.800E-03,+2.937500E+00,+2.300000E+00,+2.112500E+00
+141.900E-03,+3.437500E+00,+2.268750E+00,+2.300000E+00
+142.000E-03,+3.437500E+00,+2.362500E+00,+2.581250E+00
+142.100E-03,+3.093750E+00,+2.675000E+00,+2.925000E+00
+142.200E-03,+2.406250E+00,+2.925000E+00,+3.143750E+00
+142.300E-03,+1.875000E+00,+3.050000E+00,+3.018750E+00
+142.400E-03,+1.781250E+00,+2.893750E+00,+2.800000E+00
+142.500E-03,+2.031250E+00,+2.643750E+00,+2.425000E+00
+142.600E-03,+2.656250E+00,+2.425000E+00,+2.206250E+00
+142.700E-03,+3.250000E+00,+2.237500E+00,+2.175000E+00
+142.800E-03,+3.531250E+00,+2.268750E+00,+2.456250E+00
+142.900E-03,+3.281250E+00,+2.518750E+00,+2.831250E+00
+143.000E-03,+2.718750E+00,+2.831250E+00,+3.050000E+00
+143.100E-03,+2.062500E+00,+2.987500E+00,+3.112500E+00
+143.200E-03,+1.718750E+00,+2.987500E+00,+2.893750E+00
+143.300E-03,+1.906250E+00,+2.800000E+00,+2.518750E+00
+143.400E-03,+2.375000E+00,+2.487500E+00,+2.268750E+00
+143.500E-03,+3.000000E+00,+2.300000E+00,+2.143750E+00
+143.600E-03,+3.468750E+00,+2.237500E+00,+2.331250E+00
+143.700E-03,+3.437500E+00,+2.425000E+00,+2.643750E+00
+143.800E-03,+2.937500E+00,+2.706250E+00,+2.987500E+00
+143.900E-03,+2.312500E+00,+2.956250E+00,+3.112500E+00
+144.000E-03,+1.843750E+00,+3.018750E+00,+2.987500E+00
+144.100E-03,+1.750000E+00,+2.862500E+00,+2.675000E+00
+144.200E-03,+2.125000E+00,+2.581250E+00,+2.362500E+00
+144.300E-03,+2.812500E+00,+2.362500E+00,+2.206250E+00
+144.400E-03,+3.343750E+00,+2.237500E+00,+2.237500E+00
+144.500E-03,+3.531250E+00,+2.331250E+00,+2.550000E+00
+144.600E-03,+3.156250E+00,+2.612500E+00,+2.862500E+00
+144.700E-03,+2.531250E+00,+2.893750E+00,+3.081250E+00
+144.800E-03,+1.937500E+00,+3.018750E+00,+3.050000E+00
+144.900E-03,+1.718750E+00,+2.925000E+00,+2.768750E+00
+145.000E-03,+2.031250E+00,+2.675000E+00,+2.456250E+00
+145.100E-03,+2.593750E+00,+2.425000E+00,+2.268750E+00
+145.200E-03,+3.250000E+00,+2.268750E+00,+2.206250E+00
+145.300E-03,+3.468750E+00,+2.300000E+00,+2.393750E+00
+145.400E-03,+3.250000E+00,+2.518750E+00,+2.768750E+00
+145.500E-03,+2.718750E+00,+2.768750E+00,+3.018750E+00
+145.600E-03,+2.093750E+00,+2.987500E+00,+3.081250E+00
+145.700E-03,+1.718750E+00,+2.987500E+00,+2.893750E+00
+145.800E-03,+1.875000E+00,+2.800000E+00,+2.550000E+00
+145.900E-03,+2.406250E+00,+2.518750E+00,+2.268750E+00
+146.000E-03,+3.093750E+00,+2.300000E+00,+2.206250E+00
+146.100E-03,+3.437500E+00,+2.300000E+00,+2.362500E+00
+146.200E-03,+3.343750E+00,+2.456250E+00,+2.706250E+00
+146.300E-03,+2.875000E+00,+2.737500E+00,+2.987500E+00
+146.400E-03,+2.218750E+00,+2.925000E+00,+3.143750E+00
+146.500E-03,+1.781250E+00,+3.018750E+00,+2.925000E+00
+146.600E-03,+1.781250E+00,+2.831250E+00,+2.612500E+00
+146.700E-03,+2.281250E+00,+2.581250E+00,+2.300000E+00
+146.800E-03,+2.937500E+00,+2.362500E+00,+2.206250E+00
+146.900E-03,+3.406250E+00,+2.300000E+00,+2.331250E+00
+147.000E-03,+3.468750E+00,+2.425000E+00,+2.612500E+00
+147.100E-03,+2.968750E+00,+2.675000E+00,+2.925000E+00
+147.200E-03,+2.312500E+00,+2.893750E+00,+3.081250E+00
+147.300E-03,+1.812500E+00,+2.987500E+00,+2.987500E+00
+147.400E-03,+1.718750E+00,+2.862500E+00,+2.706250E+00
+147.500E-03,+2.156250E+00,+2.612500E+00,+2.362500E+00
+147.600E-03,+2.843750E+00,+2.331250E+00,+2.175000E+00
+147.700E-03,+3.375000E+00,+2.268750E+00,+2.300000E+00
+147.800E-03,+3.468750E+00,+2.393750E+00,+2.581250E+00
+147.900E-03,+3.093750E+00,+2.612500E+00,+2.893750E+00
+148.000E-03,+2.406250E+00,+2.893750E+00,+3.081250E+00
+148.100E-03,+1.875000E+00,+2.987500E+00,+3.018750E+00
+148.200E-03,+1.750000E+00,+2.893750E+00,+2.706250E+00
+148.300E-03,+2.125000E+00,+2.643750E+00,+2.393750E+00
+148.400E-03,+2.750000E+00,+2.393750E+00,+2.237500E+00
+148.500E-03,+3.343750E+00,+2.268750E+00,+2.300000E+00
+148.600E-03,+3.468750E+00,+2.362500E+00,+2.550000E+00
+148.700E-03,+3.125000E+00,+2.643750E+00,+2.831250E+00
+148.800E-03,+2.500000E+00,+2.862500E+00,+3.081250E+00
+148.900E-03,+1.875000E+00,+2.987500E+00,+3.050000E+00
+149.000E-03,+1.750000E+00,+2.925000E+00,+2.737500E+00
+149.100E-03,+2.093750E+00,+2.643750E+00,+2.456250E+00
+149.200E-03,+2.718750E+00,+2.425000E+00,+2.237500E+00
+149.300E-03,+3.312500E+00,+2.331250E+00,+2.268750E+00
+149.400E-03,+3.468750E+00,+2.331250E+00,+2.550000E+00
+149.500E-03,+3.156250E+00,+2.581250E+00,+2.862500E+00
+149.600E-03,+2.468750E+00,+2.893750E+00,+3.018750E+00
+149.700E-03,+1.875000E+00,+2.987500E+00,+2.987500E+00
+149.800E-03,+1.750000E+00,+2.893750E+00,+2.768750E+00
+149.900E-03,+2.093750E+00,+2.675000E+00,+2.425000E+00
+150.000E-03,+2.718750E+00,+2.425000E+00,+2.237500E+00
+150.100E-03,+3.343750E+00,+2.268750E+00,+2.268750E+00
+150.200E-03,+3.468750E+00,+2.362500E+00,+2.518750E+00
+150.300E-03,+3.125000E+00,+2.581250E+00,+2.831250E+00
+150.400E-03,+2.500000E+00,+2.831250E+00,+3.050000E+00
+150.500E-03,+1.906250E+00,+2.956250E+00,+3.018750E+00
+150.600E-03,+1.750000E+00,+2.893750E+00,+2.768750E+00
+150.700E-03,+2.093750E+00,+2.643750E+00,+2.425000E+00
+150.800E-03,+2.781250E+00,+2.393750E+00,+2.237500E+00
+150.900E-03,+3.343750E+00,+2.300000E+00,+2.268750E+00
+151.000E-03,+3.500000E+00,+2.331250E+00,+2.518750E+00
+151.100E-03,+3.125000E+00,+2.581250E+00,+2.831250E+00
+151.200E-03,+2.437500E+00,+2.831250E+00,+3.050000E+00
+151.300E-03,+1.906250E+00,+2.987500E+00,+2.987500E+00
+151.400E-03,+1.750000E+00,+2.893750E+00,+2.706250E+00
+151.500E-03,+2.093750E+00,+2.643750E+00,+2.425000E+00
+151.600E-03,+2.812500E+00,+2.393750E+00,+2.237500E+00
+151.700E-03,+3.375000E+00,+2.268750E+00,+2.300000E+00
+151.800E-03,+3.468750E+00,+2.362500E+00,+2.581250E+00
+151.900E-03,+3.093750E+00,+2.581250E+00,+2.862500E+00
+152.000E-03,+2.375000E+00,+2.893750E+00,+3.050000E+00
+152.100E-03,+1.812500E+00,+2.956250E+00,+2.956250E+00
+152.200E-03,+1.750000E+00,+2.893750E+00,+2.675000E+00
+152.300E-03,+2.187500E+00,+2.612500E+00,+2.362500E+00
+152.400E-03,+2.875000E+00,+2.393750E+00,+2.268750E+00
+152.500E-03,+3.375000E+00,+2.300000E+00,+2.331250E+00
+152.600E-03,+3.468750E+00,+2.425000E+00,+2.581250E+00
+152.700E-03,+3.031250E+00,+2.643750E+00,+2.893750E+00
+152.800E-03,+2.343750E+00,+2.893750E+00,+3.018750E+00
+152.900E-03,+1.843750E+00,+2.956250E+00,+2.925000E+00
+153.000E-03,+1.781250E+00,+2.800000E+00,+2.706250E+00
+153.100E-03,+2.281250E+00,+2.581250E+00,+2.362500E+00
+153.200E-03,+2.937500E+00,+2.393750E+00,+2.206250E+00
+153.300E-03,+3.437500E+00,+2.300000E+00,+2.331250E+00
+153.400E-03,+3.406250E+00,+2.425000E+00,+2.643750E+00
+153.500E-03,+2.875000E+00,+2.675000E+00,+2.925000E+00
+153.600E-03,+2.187500E+00,+2.893750E+00,+3.081250E+00
+153.700E-03,+1.718750E+00,+2.956250E+00,+2.893750E+00
+153.800E-03,+1.843750E+00,+2.768750E+00,+2.581250E+00
+153.900E-03,+2.437500E+00,+2.550000E+00,+2.331250E+00
+154.000E-03,+3.031250E+00,+2.362500E+00,+2.268750E+00
+154.100E-03,+3.468750E+00,+2.331250E+00,+2.456250E+00
+154.200E-03,+3.312500E+00,+2.518750E+00,+2.706250E+00
+154.300E-03,+2.750000E+00,+2.706250E+00,+2.987500E+00
+154.400E-03,+2.093750E+00,+2.925000E+00,+3.050000E+00
+154.500E-03,+1.718750E+00,+2.987500E+00,+2.831250E+00
+154.600E-03,+1.906250E+00,+2.737500E+00,+2.518750E+00
+154.700E-03,+2.562500E+00,+2.550000E+00,+2.331250E+00
+154.800E-03,+3.218750E+00,+2.331250E+00,+2.268750E+00
+154.900E-03,+3.468750E+00,+2.331250E+00,+2.456250E+00
+155.000E-03,+3.218750E+00,+2.550000E+00,+2.768750E+00
+155.100E-03,+2.593750E+00,+2.800000E+00,+3.018750E+00
+155.200E-03,+1.937500E+00,+2.925000E+00,+3.018750E+00
+155.300E-03,+1.718750E+00,+2.893750E+00,+2.800000E+00
+155.400E-03,+2.062500E+00,+2.675000E+00,+2.487500E+00
+155.500E-03,+2.718750E+00,+2.425000E+00,+2.268750E+00
+155.600E-03,+3.343750E+00,+2.331250E+00,+2.300000E+00
+155.700E-03,+3.531250E+00,+2.425000E+00,+2.550000E+00
+155.800E-03,+3.093750E+00,+2.612500E+00,+2.831250E+00
+155.900E-03,+2.375000E+00,+2.831250E+00,+3.050000E+00
+156.000E-03,+1.812500E+00,+2.956250E+00,+2.956250E+00
+156.100E-03,+1.750000E+00,+2.831250E+00,+2.643750E+00
+156.200E-03,+2.218750E+00,+2.581250E+00,+2.393750E+00
+156.300E-03,+2.968750E+00,+2.362500E+00,+2.237500E+00
+156.400E-03,+3.437500E+00,+2.331250E+00,+2.362500E+00
+156.500E-03,+3.406250E+00,+2.456250E+00,+2.643750E+00
+156.600E-03,+2.906250E+00,+2.706250E+00,+2.925000E+00
+156.700E-03,+2.125000E+00,+2.893750E+00,+3.018750E+00
+156.800E-03,+1.781250E+00,+2.925000E+00,+2.862500E+00
+156.900E-03,+1.875000E+00,+2.768750E+00,+2.581250E+00
+157.000E-03,+2.468750E+00,+2.518750E+00,+2.331250E+00
+157.100E-03,+3.218750E+00,+2.331250E+00,+2.331250E+00
+157.200E-03,+3.468750E+00,+2.362500E+00,+2.487500E+00
+157.300E-03,+3.281250E+00,+2.550000E+00,+2.768750E+00
+157.400E-03,+2.625000E+00,+2.831250E+00,+3.018750E+00
+157.500E-03,+1.937500E+00,+2.925000E+00,+3.018750E+00
+157.600E-03,+1.718750E+00,+2.893750E+00,+2.768750E+00
+157.700E-03,+2.062500E+00,+2.675000E+00,+2.456250E+00
+157.800E-03,+2.812500E+00,+2.456250E+00,+2.268750E+00
+157.900E-03,+3.312500E+00,+2.331250E+00,+2.331250E+00
+158.000E-03,+3.500000E+00,+2.425000E+00,+2.581250E+00
+158.100E-03,+3.031250E+00,+2.643750E+00,+2.862500E+00
+158.200E-03,+2.343750E+00,+2.862500E+00,+3.018750E+00
+158.300E-03,+1.781250E+00,+2.956250E+00,+2.925000E+00
+158.400E-03,+1.750000E+00,+2.800000E+00,+2.643750E+00
+158.500E-03,+2.312500E+00,+2.612500E+00,+2.331250E+00
+158.600E-03,+3.093750E+00,+2.393750E+00,+2.268750E+00
+158.700E-03,+3.500000E+00,+2.331250E+00,+2.425000E+00
+158.800E-03,+3.375000E+00,+2.487500E+00,+2.675000E+00
+158.900E-03,+2.750000E+00,+2.768750E+00,+2.987500E+00
+159.000E-03,+2.031250E+00,+2.925000E+00,+2.987500E+00
+159.100E-03,+1.718750E+00,+2.893750E+00,+2.831250E+00
+159.200E-03,+1.968750E+00,+2.706250E+00,+2.518750E+00
+159.300E-03,+2.625000E+00,+2.456250E+00,+2.300000E+00
+159.400E-03,+3.281250E+00,+2.300000E+00,+2.331250E+00
+159.500E-03,+3.500000E+00,+2.393750E+00,+2.518750E+00
+159.600E-03,+3.125000E+00,+2.612500E+00,+2.831250E+00
+159.700E-03,+2.406250E+00,+2.831250E+00,+3.018750E+00
+159.800E-03,+1.875000E+00,+2.956250E+00,+2.925000E+00
+159.900E-03,+1.750000E+00,+2.800000E+00,+2.675000E+00
+160.000E-03,+2.250000E+00,+2.612500E+00,+2.393750E+00
+160.100E-03,+3.000000E+00,+2.393750E+00,+2.237500E+00
+160.200E-03,+3.468750E+00,+2.331250E+00,+2.362500E+00
+160.300E-03,+3.406250E+00,+2.487500E+00,+2.675000E+00
+160.400E-03,+2.781250E+00,+2.737500E+00,+2.956250E+00
+160.500E-03,+2.093750E+00,+2.893750E+00,+3.018750E+00
+160.600E-03,+1.750000E+00,+2.925000E+00,+2.800000E+00
+160.700E-03,+1.937500E+00,+2.737500E+00,+2.550000E+00
+160.800E-03,+2.625000E+00,+2.456250E+00,+2.300000E+00
+160.900E-03,+3.281250E+00,+2.331250E+00,+2.300000E+00
+161.000E-03,+3.500000E+00,+2.393750E+00,+2.518750E+00
+161.100E-03,+3.125000E+00,+2.612500E+00,+2.831250E+00
+161.200E-03,+2.375000E+00,+2.831250E+00,+2.987500E+00
+161.300E-03,+1.812500E+00,+2.956250E+00,+2.956250E+00
+161.400E-03,+1.750000E+00,+2.831250E+00,+2.643750E+00
+161.500E-03,+2.281250E+00,+2.612500E+00,+2.362500E+00
+161.600E-03,+3.000000E+00,+2.393750E+00,+2.268750E+00
+161.700E-03,+3.500000E+00,+2.362500E+00,+2.393750E+00
+161.800E-03,+3.343750E+00,+2.518750E+00,+2.675000E+00
+161.900E-03,+2.750000E+00,+2.706250E+00,+2.956250E+00
+162.000E-03,+2.031250E+00,+2.893750E+00,+2.987500E+00
+162.100E-03,+1.718750E+00,+2.925000E+00,+2.800000E+00
+162.200E-03,+2.000000E+00,+2.706250E+00,+2.518750E+00
+162.300E-03,+2.718750E+00,+2.456250E+00,+2.300000E+00
+162.400E-03,+3.343750E+00,+2.331250E+00,+2.331250E+00
+162.500E-03,+3.468750E+00,+2.425000E+00,+2.581250E+00
+162.600E-03,+3.031250E+00,+2.612500E+00,+2.862500E+00
+162.700E-03,+2.281250E+00,+2.831250E+00,+2.987500E+00
+162.800E-03,+1.781250E+00,+2.956250E+00,+2.925000E+00
+162.900E-03,+1.812500E+00,+2.800000E+00,+2.643750E+00
+163.000E-03,+2.406250E+00,+2.550000E+00,+2.362500E+00
+163.100E-03,+3.125000E+00,+2.362500E+00,+2.268750E+00
+163.200E-03,+3.468750E+00,+2.362500E+00,+2.456250E+00
+163.300E-03,+3.250000E+00,+2.550000E+00,+2.737500E+00
+163.400E-03,+2.593750E+00,+2.768750E+00,+2.987500E+00
+163.500E-03,+1.906250E+00,+2.893750E+00,+2.987500E+00
+163.600E-03,+1.718750E+00,+2.893750E+00,+2.737500E+00
+163.700E-03,+2.156250E+00,+2.643750E+00,+2.425000E+00
+163.800E-03,+2.875000E+00,+2.425000E+00,+2.268750E+00
+163.900E-03,+3.406250E+00,+2.331250E+00,+2.393750E+00
+164.000E-03,+3.406250E+00,+2.425000E+00,+2.643750E+00
+164.100E-03,+2.843750E+00,+2.706250E+00,+2.893750E+00
+164.200E-03,+2.125000E+00,+2.831250E+00,+3.018750E+00
+164.300E-03,+1.781250E+00,+2.893750E+00,+2.862500E+00
+164.400E-03,+1.968750E+00,+2.768750E+00,+2.550000E+00
+164.500E-03,+2.625000E+00,+2.518750E+00,+2.331250E+00
+164.600E-03,+3.312500E+00,+2.393750E+00,+2.331250E+00
+164.700E-03,+3.500000E+00,+2.393750E+00,+2.550000E+00
+164.800E-03,+3.062500E+00,+2.612500E+00,+2.831250E+00
+164.900E-03,+2.375000E+00,+2.831250E+00,+2.987500E+00
+165.000E-03,+1.781250E+00,+2.893750E+00,+2.893750E+00
+165.100E-03,+1.812500E+00,+2.831250E+00,+2.643750E+00
+165.200E-03,+2.343750E+00,+2.581250E+00,+2.362500E+00
+165.300E-03,+3.125000E+00,+2.393750E+00,+2.300000E+00
+165.400E-03,+3.562500E+00,+2.362500E+00,+2.456250E+00
+165.500E-03,+3.281250E+00,+2.550000E+00,+2.737500E+00
