x-axis,1,2,3
second,Volt,Volt,Volt
+165.600E-03,+2.593750E+00,+2.768750E+00,+2.987500E+00
+165.700E-03,+1.937500E+00,+2.893750E+00,+2.956250E+00
+165.800E-03,+1.718750E+00,+2.831250E+00,+2.737500E+00
+165.900E-03,+2.156250E+00,+2.612500E+00,+2.425000E+00
+166.000E-03,+2.937500E+00,+2.425000E+00,+2.300000E+00
+166.100E-03,+3.437500E+00,+2.362500E+00,+2.393750E+00
+166.200E-03,+3.375000E+00,+2.487500E+00,+2.612500E+00
+166.300E-03,+2.812500E+00,+2.706250E+00,+2.893750E+00
+166.400E-03,+2.031250E+00,+2.862500E+00,+2.987500E+00
+166.500E-03,+1.750000E+00,+2.862500E+00,+2.800000E+00
+166.600E-03,+2.031250E+00,+2.737500E+00,+2.487500E+00
+166.700E-03,+2.718750E+00,+2.456250E+00,+2.300000E+00
+166.800E-03,+3.375000E+00,+2.393750E+00,+2.331250E+00
+166.900E-03,+3.468750E+00,+2.393750E+00,+2.581250E+00
+167.000E-03,+2.968750E+00,+2.643750E+00,+2.862500E+00
+167.100E-03,+2.250000E+00,+2.831250E+00,+2.956250E+00
+167.200E-03,+1.750000E+00,+2.925000E+00,+2.893750E+00
+167.300E-03,+1.906250E+00,+2.768750E+00,+2.612500E+00
+167.400E-03,+2.531250E+00,+2.550000E+00,+2.331250E+00
+167.500E-03,+3.218750E+00,+2.362500E+00,+2.331250E+00
+167.600E-03,+3.531250E+00,+2.362500E+00,+2.518750E+00
+167.700E-03,+3.125000E+00,+2.581250E+00,+2.800000E+00
+167.800E-03,+2.406250E+00,+2.800000E+00,+2.987500E+00
+167.900E-03,+1.781250E+00,+2.893750E+00,+2.925000E+00
+168.000E-03,+1.781250E+00,+2.800000E+00,+2.675000E+00
+168.100E-03,+2.343750E+00,+2.612500E+00,+2.362500E+00
+168.200E-03,+3.093750E+00,+2.393750E+00,+2.268750E+00
+168.300E-03,+3.468750E+00,+2.362500E+00,+2.456250E+00
+168.400E-03,+3.250000E+00,+2.550000E+00,+2.737500E+00
+168.500E-03,+2.562500E+00,+2.768750E+00,+2.956250E+00
+168.600E-03,+1.906250E+00,+2.893750E+00,+2.956250E+00
+168.700E-03,+1.750000E+00,+2.831250E+00,+2.706250E+00
+168.800E-03,+2.187500E+00,+2.643750E+00,+2.425000E+00
+168.900E-03,+2.968750E+00,+2.425000E+00,+2.268750E+00
+169.000E-03,+3.468750E+00,+2.362500E+00,+2.456250E+00
+169.100E-03,+3.343750E+00,+2.518750E+00,+2.706250E+00
+169.200E-03,+2.718750E+00,+2.706250E+00,+2.925000E+00
+169.300E-03,+1.968750E+00,+2.925000E+00,+2.956250E+00
+169.400E-03,+1.718750E+00,+2.862500E+00,+2.768750E+00
+169.500E-03,+2.125000E+00,+2.643750E+00,+2.425000E+00
+169.600E-03,+2.875000E+00,+2.425000E+00,+2.268750E+00
+169.700E-03,+3.437500E+00,+2.331250E+00,+2.393750E+00
+169.800E-03,+3.375000E+00,+2.456250E+00,+2.675000E+00
+169.900E-03,+2.781250E+00,+2.706250E+00,+2.893750E+00
+170.000E-03,+2.062500E+00,+2.893750E+00,+2.956250E+00
+170.100E-03,+1.687500E+00,+2.862500E+00,+2.768750E+00
+170.200E-03,+2.062500E+00,+2.675000E+00,+2.456250E+00
+170.300E-03,+2.781250E+00,+2.487500E+00,+2.331250E+00
+170.400E-03,+3.375000E+00,+2.393750E+00,+2.362500E+00
+170.500E-03,+3.437500E+00,+2.456250E+00,+2.581250E+00
+170.600E-03,+2.875000E+00,+2.675000E+00,+2.893750E+00
+170.700E-03,+2.125000E+00,+2.893750E+00,+2.956250E+00
+170.800E-03,+1.750000E+00,+2.893750E+00,+2.800000E+00
+170.900E-03,+2.000000E+00,+2.675000E+00,+2.518750E+00
+171.000E-03,+2.718750E+00,+2.487500E+00,+2.331250E+00
+171.100E-03,+3.343750E+00,+2.362500E+00,+2.362500E+00
+171.200E-03,+3.468750E+00,+2.456250E+00,+2.581250E+00
+171.300E-03,+2.937500E+00,+2.675000E+00,+2.862500E+00
+171.400E-03,+2.187500E+00,+2.862500E+00,+2.987500E+00
+171.500E-03,+1.718750E+00,+2.893750E+00,+2.862500E+00
+171.600E-03,+2.000000E+00,+2.737500E+00,+2.581250E+00
+171.700E-03,+2.562500E+00,+2.518750E+00,+2.331250E+00
+171.800E-03,+3.312500E+00,+2.393750E+00,+2.331250E+00
+171.900E-03,+3.468750E+00,+2.456250E+00,+2.581250E+00
+172.000E-03,+3.000000E+00,+2.675000E+00,+2.862500E+00
+172.100E-03,+2.250000E+00,+2.831250E+00,+2.987500E+00
+172.200E-03,+1.718750E+00,+2.893750E+00,+2.831250E+00
+172.300E-03,+1.875000E+00,+2.768750E+00,+2.581250E+00
+172.400E-03,+2.593750E+00,+2.518750E+00,+2.331250E+00
+172.500E-03,+3.281250E+00,+2.362500E+00,+2.331250E+00
+172.600E-03,+3.531250E+00,+2.425000E+00,+2.550000E+00
+172.700E-03,+3.031250E+00,+2.612500E+00,+2.831250E+00
+172.800E-03,+2.281250E+00,+2.800000E+00,+2.987500E+00
+172.900E-03,+1.750000E+00,+2.862500E+00,+2.862500E+00
+173.000E-03,+1.843750E+00,+2.737500E+00,+2.612500E+00
+173.100E-03,+2.562500E+00,+2.550000E+00,+2.300000E+00
+173.200E-03,+3.281250E+00,+2.393750E+00,+2.331250E+00
+173.300E-03,+3.500000E+00,+2.425000E+00,+2.518750E+00
+173.400E-03,+3.093750E+00,+2.643750E+00,+2.800000E+00
+173.500E-03,+2.281250E+00,+2.831250E+00,+2.956250E+00
+173.600E-03,+1.750000E+00,+2.893750E+00,+2.893750E+00
+173.700E-03,+1.875000E+00,+2.768750E+00,+2.612500E+00
+173.800E-03,+2.531250E+00,+2.550000E+00,+2.362500E+00
+173.900E-03,+3.218750E+00,+2.393750E+00,+2.331250E+00
+174.000E-03,+3.468750E+00,+2.393750E+00,+2.518750E+00
+174.100E-03,+3.062500E+00,+2.643750E+00,+2.831250E+00
+174.200E-03,+2.312500E+00,+2.800000E+00,+2.956250E+00
+174.300E-03,+1.750000E+00,+2.862500E+00,+2.862500E+00
+174.400E-03,+1.875000E+00,+2.768750E+00,+2.581250E+00
+174.500E-03,+2.531250E+00,+2.550000E+00,+2.362500E+00
+174.600E-03,+3.281250E+00,+2.393750E+00,+2.331250E+00
+174.700E-03,+3.468750E+00,+2.425000E+00,+2.550000E+00
+174.800E-03,+3.031250E+00,+2.612500E+00,+2.831250E+00
+174.900E-03,+2.281250E+00,+2.800000E+00,+2.956250E+00
+175.000E-03,+1.750000E+00,+2.893750E+00,+2.862500E+00
+175.100E-03,+1.875000E+00,+2.768750E+00,+2.581250E+00
+175.200E-03,+2.593750E+00,+2.550000E+00,+2.331250E+00
+175.300E-03,+3.281250E+00,+2.393750E+00,+2.362500E+00
+175.400E-03,+3.500000E+00,+2.425000E+00,+2.550000E+00
+175.500E-03,+3.031250E+00,+2.643750E+00,+2.862500E+00
+175.600E-03,+2.281250E+00,+2.831250E+00,+2.987500E+00
+175.700E-03,+1.781250E+00,+2.893750E+00,+2.862500E+00
+175.800E-03,+1.906250E+00,+2.768750E+00,+2.581250E+00
+175.900E-03,+2.593750E+00,+2.550000E+00,+2.331250E+00
+176.000E-03,+3.312500E+00,+2.362500E+00,+2.331250E+00
+176.100E-03,+3.500000E+00,+2.425000E+00,+2.550000E+00
+176.200E-03,+3.000000E+00,+2.643750E+00,+2.831250E+00
+176.300E-03,+2.187500E+00,+2.800000E+00,+2.956250E+00
+176.400E-03,+1.750000E+00,+2.893750E+00,+2.862500E+00
+176.500E-03,+1.937500E+00,+2.737500E+00,+2.550000E+00
+176.600E-03,+2.656250E+00,+2.518750E+00,+2.362500E+00
+176.700E-03,+3.312500E+00,+2.362500E+00,+2.362500E+00
+176.800E-03,+3.468750E+00,+2.456250E+00,+2.581250E+00
+176.900E-03,+2.906250E+00,+2.643750E+00,+2.831250E+00
+177.000E-03,+2.156250E+00,+2.831250E+00,+2.893750E+00
+177.100E-03,+1.718750E+00,+2.831250E+00,+2.800000E+00
+177.200E-03,+2.031250E+00,+2.737500E+00,+2.518750E+00
+177.300E-03,+2.750000E+00,+2.456250E+00,+2.331250E+00
+177.400E-03,+3.437500E+00,+2.393750E+00,+2.362500E+00
+177.500E-03,+3.437500E+00,+2.456250E+00,+2.612500E+00
+177.600E-03,+2.875000E+00,+2.675000E+00,+2.893750E+00
+177.700E-03,+2.062500E+00,+2.831250E+00,+2.956250E+00
+177.800E-03,+1.750000E+00,+2.831250E+00,+2.800000E+00
+177.900E-03,+2.062500E+00,+2.675000E+00,+2.487500E+00
+178.000E-03,+2.843750E+00,+2.487500E+00,+2.331250E+00
+178.100E-03,+3.437500E+00,+2.393750E+00,+2.425000E+00
+178.200E-03,+3.406250E+00,+2.550000E+00,+2.643750E+00
+178.300E-03,+2.750000E+00,+2.675000E+00,+2.862500E+00
+178.400E-03,+2.000000E+00,+2.862500E+00,+2.925000E+00
+178.500E-03,+1.750000E+00,+2.862500E+00,+2.737500E+00
+178.600E-03,+2.156250E+00,+2.643750E+00,+2.425000E+00
+178.700E-03,+2.906250E+00,+2.425000E+00,+2.331250E+00
+178.800E-03,+3.468750E+00,+2.393750E+00,+2.425000E+00
+178.900E-03,+3.343750E+00,+2.487500E+00,+2.706250E+00
+179.000E-03,+2.625000E+00,+2.737500E+00,+2.925000E+00
+179.100E-03,+1.937500E+00,+2.862500E+00,+2.925000E+00
+179.200E-03,+1.750000E+00,+2.800000E+00,+2.675000E+00
+179.300E-03,+2.250000E+00,+2.612500E+00,+2.425000E+00
+179.400E-03,+3.062500E+00,+2.425000E+00,+2.331250E+00
+179.500E-03,+3.468750E+00,+2.393750E+00,+2.456250E+00
+179.600E-03,+3.250000E+00,+2.550000E+00,+2.768750E+00
+179.700E-03,+2.500000E+00,+2.768750E+00,+2.893750E+00
+179.800E-03,+1.812500E+00,+2.862500E+00,+2.893750E+00
+179.900E-03,+1.781250E+00,+2.768750E+00,+2.643750E+00
+180.000E-03,+2.468750E+00,+2.581250E+00,+2.425000E+00
+180.100E-03,+3.156250E+00,+2.425000E+00,+2.331250E+00
+180.200E-03,+3.500000E+00,+2.425000E+00,+2.518750E+00
+180.300E-03,+3.125000E+00,+2.612500E+00,+2.800000E+00
+180.400E-03,+2.343750E+00,+2.800000E+00,+2.956250E+00
+180.500E-03,+1.750000E+00,+2.893750E+00,+2.862500E+00
+180.600E-03,+1.875000E+00,+2.768750E+00,+2.612500E+00
+180.700E-03,+2.531250E+00,+2.581250E+00,+2.362500E+00
+180.800E-03,+3.312500E+00,+2.393750E+00,+2.362500E+00
+180.900E-03,+3.500000E+00,+2.456250E+00,+2.550000E+00
+181.000E-03,+3.000000E+00,+2.643750E+00,+2.831250E+00
+181.100E-03,+2.187500E+00,+2.831250E+00,+2.925000E+00
+181.200E-03,+1.750000E+00,+2.893750E+00,+2.831250E+00
+181.300E-03,+2.000000E+00,+2.706250E+00,+2.550000E+00
+181.400E-03,+2.750000E+00,+2.487500E+00,+2.331250E+00
+181.500E-03,+3.375000E+00,+2.393750E+00,+2.393750E+00
+181.600E-03,+3.437500E+00,+2.456250E+00,+2.612500E+00
+181.700E-03,+2.812500E+00,+2.675000E+00,+2.862500E+00
+181.800E-03,+2.093750E+00,+2.831250E+00,+2.956250E+00
+181.900E-03,+1.750000E+00,+2.831250E+00,+2.737500E+00
+182.000E-03,+2.093750E+00,+2.706250E+00,+2.456250E+00
+182.100E-03,+2.875000E+00,+2.487500E+00,+2.331250E+00
+182.200E-03,+3.468750E+00,+2.393750E+00,+2.425000E+00
+182.300E-03,+3.343750E+00,+2.550000E+00,+2.706250E+00
+182.400E-03,+2.593750E+00,+2.737500E+00,+2.893750E+00
+182.500E-03,+1.937500E+00,+2.862500E+00,+2.925000E+00
+182.600E-03,+1.781250E+00,+2.800000E+00,+2.675000E+00
+182.700E-03,+2.312500E+00,+2.612500E+00,+2.425000E+00
+182.800E-03,+3.093750E+00,+2.425000E+00,+2.331250E+00
+182.900E-03,+3.468750E+00,+2.393750E+00,+2.456250E+00
+183.000E-03,+3.187500E+00,+2.550000E+00,+2.737500E+00
+183.100E-03,+2.437500E+00,+2.800000E+00,+2.925000E+00
+183.200E-03,+1.781250E+00,+2.862500E+00,+2.893750E+00
+183.300E-03,+1.843750E+00,+2.800000E+00,+2.612500E+00
+183.400E-03,+2.500000E+00,+2.581250E+00,+2.393750E+00
+183.500E-03,+3.250000E+00,+2.393750E+00,+2.393750E+00
+183.600E-03,+3.468750E+00,+2.456250E+00,+2.550000E+00
+183.700E-03,+2.968750E+00,+2.643750E+00,+2.831250E+00
+183.800E-03,+2.218750E+00,+2.831250E+00,+2.925000E+00
+183.900E-03,+1.750000E+00,+2.862500E+00,+2.831250E+00
+184.000E-03,+1.968750E+00,+2.675000E+00,+2.518750E+00
+184.100E-03,+2.781250E+00,+2.518750E+00,+2.393750E+00
+184.200E-03,+3.375000E+00,+2.393750E+00,+2.425000E+00
+184.300E-03,+3.406250E+00,+2.487500E+00,+2.612500E+00
+184.400E-03,+2.750000E+00,+2.706250E+00,+2.893750E+00
+184.500E-03,+2.031250E+00,+2.862500E+00,+2.893750E+00
+184.600E-03,+1.718750E+00,+2.831250E+00,+2.737500E+00
+184.700E-03,+2.218750E+00,+2.643750E+00,+2.425000E+00
+184.800E-03,+3.031250E+00,+2.456250E+00,+2.331250E+00
+184.900E-03,+3.468750E+00,+2.425000E+00,+2.487500E+00
+185.000E-03,+3.281250E+00,+2.550000E+00,+2.706250E+00
+185.100E-03,+2.500000E+00,+2.768750E+00,+2.893750E+00
+185.200E-03,+1.875000E+00,+2.893750E+00,+2.893750E+00
+185.300E-03,+1.812500E+00,+2.768750E+00,+2.643750E+00
+185.400E-03,+2.468750E+00,+2.581250E+00,+2.425000E+00
+185.500E-03,+3.250000E+00,+2.393750E+00,+2.331250E+00
+185.600E-03,+3.437500E+00,+2.425000E+00,+2.518750E+00
+185.700E-03,+3.437500E+00,+2.612500E+00,+2.831250E+00
+185.800E-03,+3.468750E+00,+2.893750E+00,+3.143750E+00
+185.900E-03,+3.468750E+00,+3.175000E+00,+3.393750E+00
